datetime,open,high,low,close,volume,average,barCount,start_time,VIX,SPY_close,QQQ_close,returns,volatility_20,volume_ma_ratio,close_SPY_spread,close_QQQ_spread
2023-04-12 08:00:00-04:00,60.55,62.4,60.5,62.07,21747.0,62.046,84,2023-04-12 08:00:00-04:00,18.66,412.11,318.22,0.019546649145860684,0.011571856305237133,0.1427366087207362,-350.04,-256.15000000000003
2023-04-12 09:00:00-04:00,62.0,63.85,61.91,62.76,963010.0,63.178,4442,2023-04-12 09:00:00-04:00,18.61,410.75,315.63,0.011116481391976851,0.011716624652851934,4.80284956140165,-347.99,-252.87
2023-04-12 10:00:00-04:00,62.75,63.99,62.33,62.62,698939.0,63.182,3702,2023-04-12 10:00:00-04:00,19.24,409.17,314.3,-0.0022307202039515417,0.011153592618546336,2.9687012539928586,-346.55,-251.68
2023-04-12 11:00:00-04:00,62.58,64.14,62.2,64.01,564624.0,63.294,2814,2023-04-12 11:00:00-04:00,18.82,410.34,315.78,0.0221973810284255,0.011736519737756844,2.1431515818640756,-346.33,-251.76999999999998
2023-04-12 12:00:00-04:00,64.04,64.25,63.51,63.93,310634.0,63.887,1629,2023-04-12 12:00:00-04:00,18.63,410.86,316.1,-0.001249804718012948,0.011196164001064558,1.115773627629221,-346.93,-252.17000000000002
2023-04-12 13:00:00-04:00,63.94,64.05,63.01,63.18,380408.0,63.702,1239,2023-04-12 13:00:00-04:00,18.47,410.88,315.7,-0.011731581417175008,0.009995107053705345,1.3593311259556031,-347.7,-252.51999999999998
2023-04-12 14:00:00-04:00,63.15,63.29,62.44,62.84,352313.0,62.848,1929,2023-04-12 14:00:00-04:00,18.85,409.02,314.1,-0.005381449825894169,0.009009639264494078,1.3008219835603287,-346.17999999999995,-251.26000000000002
2023-04-12 15:00:00-04:00,62.82,63.38,62.51,63.04,968454.0,63.045,6252,2023-04-12 15:00:00-04:00,19.16,408.07,313.04,0.003182686187141792,0.008971132850390383,3.143632016905331,-345.03,-250.00000000000003
2023-04-12 16:00:00-04:00,63.04,63.19,62.57,62.75,252701.0,63.035,26,2023-04-12 16:00:00-04:00,19.09,407.77,313.04,-0.004600253807106602,0.008722322212834078,0.8213746383138061,-345.02,-250.29000000000002
2023-04-12 17:00:00-04:00,62.96,62.98,62.64,62.64,1283.0,62.903,5,2023-04-12 17:00:00-04:00,19.09,407.79,312.9,-0.0017529880478087678,0.008095045381559559,0.0043617928702534906,-345.15000000000003,-250.26
2023-04-12 18:00:00-04:00,62.64,62.65,62.57,62.61,1183.0,62.605,10,2023-04-12 18:00:00-04:00,19.09,407.32,312.54,-0.00047892720306519365,0.007978622863877878,0.00430388874356645,-344.71,-249.93
2023-04-12 19:00:00-04:00,62.5,62.75,62.5,62.55,1338.0,62.623,8,2023-04-12 19:00:00-04:00,19.09,407.2,312.4,-0.0009583133684715195,0.0079832649626061,0.005673560381756832,-344.65,-249.84999999999997
2023-04-13 05:00:00-04:00,63.4,63.4,63.4,63.4,100.0,63.4,1,2023-04-13 05:00:00-04:00,18.85,409.02,314.11,0.01358912869704243,0.008412723254947161,0.0004421091257955201,-345.62,-250.71
2023-04-13 06:00:00-04:00,63.2,63.2,63.2,63.2,540.0,63.2,2,2023-04-13 06:00:00-04:00,19.02,408.52,313.7,-0.003154574132492094,0.008472916524132068,0.002388277273684192,-345.32,-250.5
2023-04-13 07:00:00-04:00,63.37,63.37,63.35,63.35,610.0,63.366,2,2023-04-13 07:00:00-04:00,19.03,408.22,313.38,0.002373417721518889,0.008458635837979176,0.002697803147938237,-344.87,-250.03
2023-04-13 08:00:00-04:00,63.35,63.89,63.1,63.88,3164.0,63.692,9,2023-04-13 08:00:00-04:00,18.56,409.55,314.78,0.008366219415943288,0.008570050978127275,0.01398740823802643,-345.67,-250.89999999999998
2023-04-13 09:00:00-04:00,63.86,65.66,63.45,64.1,502677.0,64.501,2377,2023-04-13 09:00:00-04:00,18.62,409.14,315.79,0.003443957420162569,0.008389971713056868,2.0003195404983756,-345.03999999999996,-251.69000000000003
2023-04-13 10:00:00-04:00,64.14,65.37,63.76,65.04,604241.0,64.779,3186,2023-04-13 10:00:00-04:00,18.32,410.26,316.79,0.01466458658346359,0.008791765202272475,2.146485377572135,-345.21999999999997,-251.75
2023-04-13 11:00:00-04:00,65.07,65.4,64.94,65.24,341477.0,65.137,2020,2023-04-13 11:00:00-04:00,18.17,410.95,317.52,0.0030750307503073504,0.008754228711170332,1.143684019179684,-345.71,-252.27999999999997
2023-04-13 12:00:00-04:00,65.24,65.82,65.21,65.72,350121.0,65.539,1960,2023-04-13 12:00:00-04:00,18.1,411.49,317.71,0.0073574494175352445,0.008791184738353832,1.1080542898212598,-345.77,-251.98999999999998
2023-04-13 13:00:00-04:00,65.76,65.79,65.03,65.4,354587.0,65.328,1663,2023-04-13 13:00:00-04:00,18.17,412.67,318.78,-0.004869141813755196,0.008172997312668573,1.0660416895907103,-347.27,-253.37999999999997
2023-04-13 14:00:00-04:00,65.4,65.49,64.77,65.21,258253.0,65.215,1474,2023-04-13 14:00:00-04:00,18.0,413.56,319.14,-0.002905198776758544,0.008008056124111375,0.8684207384870017,-348.35,-253.93
2023-04-13 15:00:00-04:00,65.22,65.29,64.78,64.88,673638.0,65.043,4512,2023-04-13 15:00:00-04:00,17.84,413.44,319.27,-0.00506057353166689,0.008110103367207234,2.274902547064964,-348.56,-254.39
2023-04-13 16:00:00-04:00,64.88,64.88,64.88,64.88,224366.0,64.88,24,2023-04-13 16:00:00-04:00,17.8,413.0,318.55,0.0,0.006539314470404479,0.8038784053565619,-348.12,-253.67000000000002
2023-04-13 17:00:00-04:00,65.28,65.28,65.28,65.28,100.0,65.28,1,2023-04-13 17:00:00-04:00,17.8,412.95,318.6,0.006165228113440335,0.006632753122662259,0.000379394766704467,-347.66999999999996,-253.32000000000002
2023-04-13 18:00:00-04:00,64.7,64.7,64.65,64.65,5600.0,64.658,4,2023-04-13 18:00:00-04:00,17.8,413.24,318.86,-0.00965073529411753,0.006434805507426375,0.022872331952688583,-348.59000000000003,-254.21
2023-04-13 19:00:00-04:00,64.72,64.72,64.72,64.72,300.0,64.72,2,2023-04-13 19:00:00-04:00,17.8,413.15,318.75,0.0010827532869295275,0.0062480352737423,0.0013202095700671525,-348.42999999999995,-254.03
2023-04-14 04:00:00-04:00,64.12,64.12,64.12,64.12,400.0,64.12,1,2023-04-14 04:00:00-04:00,18.02,412.79,318.63,-0.009270704573547506,0.006676672053901173,0.0022367117652995977,-348.67,-254.51
2023-04-14 05:00:00-04:00,64.33,64.33,64.2,64.2,866.0,64.26,4,2023-04-14 05:00:00-04:00,18.03,412.86,318.14,0.0012476606363069909,0.006551337840782122,0.005209266961096521,-348.66,-253.94
2023-04-14 06:00:00-04:00,64.28,64.28,64.25,64.25,1900.0,64.252,4,2023-04-14 06:00:00-04:00,17.96,413.1,317.54,0.0007788161993769194,0.006516390466052308,0.011426987115470608,-348.85,-253.29000000000002
2023-04-14 07:00:00-04:00,64.49,64.5,64.4,64.4,2123.0,64.473,9,2023-04-14 07:00:00-04:00,17.94,413.27,317.67,0.0023346303501945442,0.006506559428236571,0.012764546427204659,-348.87,-253.27
2023-04-14 08:00:00-04:00,64.34,64.88,64.0,64.2,24951.0,64.408,48,2023-04-14 08:00:00-04:00,17.95,412.91,317.15,-0.0031055900621118626,0.006565500190301739,0.14896057150805936,-348.71000000000004,-252.95
2023-04-14 09:00:00-04:00,64.25,65.49,63.53,65.21,254279.0,64.733,1185,2023-04-14 09:00:00-04:00,17.95,414.83,319.88,0.01573208722741426,0.006789867932807075,1.4110176674778516,-349.62,-254.67000000000002
2023-04-14 10:00:00-04:00,65.03,65.44,63.62,63.98,375414.0,64.422,1607,2023-04-14 10:00:00-04:00,17.7,412.22,317.65,-0.018862137708940296,0.008125231443690026,1.8869448541580225,-348.24,-253.67
2023-04-14 11:00:00-04:00,63.95,64.08,63.13,63.39,237556.0,63.575,1357,2023-04-14 11:00:00-04:00,17.63,411.77,317.33,-0.009221631759924964,0.00840427982271024,1.1269225213489618,-348.38,-253.94
2023-04-14 12:00:00-04:00,63.35,63.81,63.13,63.33,129444.0,63.44,672,2023-04-14 12:00:00-04:00,17.89,410.35,315.93,-0.0009465215333649413,0.00817501186919286,0.5962011315219862,-347.02000000000004,-252.60000000000002
2023-04-14 13:00:00-04:00,63.29,63.84,63.22,63.76,183662.0,63.571,796,2023-04-14 13:00:00-04:00,17.43,411.02,316.83,0.006789831043739092,0.008291234553649413,0.9129968150349044,-347.26,-253.07
2023-04-14 14:00:00-04:00,63.76,64.37,63.42,64.28,222999.0,64.025,1143,2023-04-14 14:00:00-04:00,17.32,412.08,318.26,0.008155583437892133,0.007788169230678396,1.224584270995674,-347.79999999999995,-253.98
2023-04-14 15:00:00-04:00,64.27,64.72,63.87,64.71,406366.0,64.44,2628,2023-04-14 15:00:00-04:00,17.09,412.49,318.57,0.0066894835096451555,0.007917783677731579,2.192469499652677,-347.78000000000003,-253.86
2023-04-14 16:00:00-04:00,64.68,65.0,64.47,64.6,176868.0,64.681,18,2023-04-14 16:00:00-04:00,17.07,413.36,319.0,-0.0016998918250656914,0.0077083150063468105,1.0010436735497805,-348.76,-254.4
2023-04-14 17:00:00-04:00,64.7,64.7,64.7,64.7,100.0,64.7,1,2023-04-14 17:00:00-04:00,17.07,413.0,318.73,0.0015479876160993111,0.007664805991895824,0.0006290920471756126,-348.3,-254.03000000000003
2023-04-14 18:00:00-04:00,64.7,64.7,64.7,64.7,0.0,64.7,0,2023-04-14 18:00:00-04:00,17.07,413.03,318.85,0.0,0.007644525279037937,0.0,-348.33,-254.15000000000003
2023-04-14 19:00:00-04:00,64.84,64.85,64.84,64.85,685.0,64.844,3,2023-04-14 19:00:00-04:00,17.07,413.15,318.9,0.0023183925811436357,0.007583783480159415,0.006094362981148845,-348.29999999999995,-254.04999999999998
2023-04-17 05:00:00-04:00,64.7,64.72,64.68,64.68,610.0,64.697,3,2023-04-17 05:00:00-04:00,17.75,412.81,318.24,-0.0026214340786427925,0.007606480380613688,0.006027003941759382,-348.13,-253.56
2023-04-17 06:00:00-04:00,64.4,64.68,64.4,64.68,500.0,64.624,3,2023-04-17 06:00:00-04:00,17.68,413.04,318.76,0.0,0.00746161465354314,0.004939191148179192,-348.36,-254.07999999999998
2023-04-17 07:00:00-04:00,64.77,64.77,64.7,64.7,1864.0,64.759,5,2023-04-17 07:00:00-04:00,17.63,413.06,318.57,0.0003092145949288305,0.007139599115385799,0.018447345150916405,-348.36,-253.87
2023-04-17 08:00:00-04:00,64.68,64.8,64.33,64.51,2086.0,64.544,11,2023-04-17 08:00:00-04:00,17.72,412.6,318.48,-0.002936630602782042,0.007165903029771143,0.02062617140783508,-348.09000000000003,-253.97000000000003
