datetime,open,high,low,close,volume,average,barCount,start_time,VIX,SPY_close,QQQ_close,returns,volatility_20,volume_ma_ratio,close_SPY_spread,close_QQQ_spread
2025-09-12 16:00:00-04:00,32.5,33.22,32.3,32.3,82641.0,32.605,86,2025-09-12 16:00:00-04:00,14.76,657.41,586.75,-0.006153846153846287,0.03717361746464355,0.06565186351838649,-625.11,-554.45
2025-09-12 17:00:00-04:00,32.4,32.6,32.01,32.1,43008.0,32.171,108,2025-09-12 17:00:00-04:00,14.76,657.46,586.5,-0.006191950464396134,0.03714641834934555,0.04603842647877491,-625.36,-554.4
2025-09-12 18:00:00-04:00,32.15,32.5,32.15,32.26,3716.0,32.291,24,2025-09-12 18:00:00-04:00,14.76,657.28,586.69,0.004984423676012373,0.036880295566582635,0.0046934392262140455,-625.02,-554.4300000000001
2025-09-12 19:00:00-04:00,32.43,32.5,32.29,32.45,5852.0,32.393,30,2025-09-12 19:00:00-04:00,14.76,657.25,586.64,0.0058896466212028376,0.03688106809858074,0.011301660872923908,-624.8,-554.1899999999999
2025-09-15 04:00:00-04:00,32.12,32.12,31.8,31.93,8268.0,31.953,39,2025-09-15 04:00:00-04:00,15.18,658.12,586.48,-0.016024653312789017,0.03685139285181391,0.017110907675912206,-626.19,-554.5500000000001
2025-09-15 05:00:00-04:00,32.04,32.12,32.0,32.11,5212.0,32.093,11,2025-09-15 05:00:00-04:00,15.12,658.22,586.44,0.0056373316630127235,0.03665508823017763,0.011032458861385472,-626.11,-554.33
2025-09-15 06:00:00-04:00,32.2,32.2,31.82,31.93,5854.0,32.037,34,2025-09-15 06:00:00-04:00,15.09,658.57,587.17,-0.005605730302086553,0.03667059805420923,0.012441162694023906,-626.6400000000001,-555.24
2025-09-15 07:00:00-04:00,32.07,32.5,32.05,32.5,19533.0,32.332,66,2025-09-15 07:00:00-04:00,14.99,658.94,587.59,0.017851550266207328,0.03681665226532331,0.04158805343616687,-626.44,-555.09
2025-09-15 08:00:00-04:00,32.0,32.78,31.3,32.78,73129.0,32.303,246,2025-09-15 08:00:00-04:00,14.93,659.63,588.29,0.008615384615384691,0.03682855826858202,0.15498539825995622,-626.85,-555.51
2025-09-15 09:00:00-04:00,32.78,36.08,32.59,35.53,1356770.0,34.946,4855,2025-09-15 09:00:00-04:00,14.92,660.65,590.43,0.08389261744966436,0.04093246049442343,2.5164097450344647,-625.12,-554.9
2025-09-15 10:00:00-04:00,35.55,40.39,35.47,39.3,3150496.0,37.953,11906,2025-09-15 10:00:00-04:00,15.25,660.95,590.47,0.10610751477624536,0.046450897545960206,4.5276009037968015,-621.6500000000001,-551.1700000000001
2025-09-15 11:00:00-04:00,39.3,39.9,36.51,38.1,1566166.0,38.373,5942,2025-09-15 11:00:00-04:00,15.44,660.62,590.91,-0.030534351145038108,0.047246931809968626,2.0301927402765565,-622.52,-552.81
2025-09-15 12:00:00-04:00,38.04,38.98,37.3,37.34,570219.0,38.174,2485,2025-09-15 12:00:00-04:00,15.67,660.13,590.58,-0.019947506561679762,0.04763747374539423,0.7196466907420134,-622.79,-553.24
2025-09-15 13:00:00-04:00,37.34,37.84,36.69,37.13,456883.0,37.221,2196,2025-09-15 13:00:00-04:00,15.55,660.61,591.1,-0.0056239957150509,0.035021100196527835,0.6919784610850245,-623.48,-553.97
2025-09-15 14:00:00-04:00,37.22,38.0,36.92,37.82,312257.0,37.709,1883,2025-09-15 14:00:00-04:00,15.73,660.0,590.69,0.018583355776999655,0.03499821813119207,0.5663766284776854,-622.18,-552.87
2025-09-15 15:00:00-04:00,37.72,38.44,36.7,37.33,1174414.0,37.608,6202,2025-09-15 15:00:00-04:00,15.58,660.85,591.7,-0.012956107879428913,0.035175864035284436,2.087754322030132,-623.52,-554.37
2025-09-15 16:00:00-04:00,37.33,37.84,37.1,37.34,129275.0,37.338,25,2025-09-15 16:00:00-04:00,15.69,660.32,591.3,0.00026788106080921636,0.035185715101839155,0.23664874982552245,-622.98,-553.9599999999999
2025-09-15 17:00:00-04:00,37.5,37.5,37.28,37.49,1029.0,37.418,6,2025-09-15 17:00:00-04:00,15.69,660.26,591.2,0.004017139796464786,0.03333544764667779,0.0020076264441277465,-622.77,-553.71
2025-09-15 18:00:00-04:00,37.49,38.0,37.49,38.0,9958.0,37.902,32,2025-09-15 18:00:00-04:00,15.69,660.1,591.05,0.013603627634035664,0.03337128136674636,0.020582047403195858,-622.1,-553.05
2025-09-15 19:00:00-04:00,38.0,38.49,38.0,38.36,19641.0,38.277,41,2025-09-15 19:00:00-04:00,15.69,660.7,591.55,0.0094736842105263,0.03225288170304337,0.04367422510270647,-622.34,-553.1899999999999
2025-09-16 04:00:00-04:00,38.54,39.48,38.48,38.79,13982.0,38.998,78,2025-09-16 04:00:00-04:00,15.46,662.42,593.75,0.011209593326381606,0.032062464752370866,0.03132988903232052,-623.63,-554.96
2025-09-16 05:00:00-04:00,38.79,39.16,38.57,39.16,2406.0,38.74,17,2025-09-16 05:00:00-04:00,15.48,662.15,593.48,0.009538540861046663,0.03184527683640129,0.005415832870008757,-622.99,-554.32
2025-09-16 06:00:00-04:00,38.9,39.3,38.9,39.29,3099.0,39.167,19,2025-09-16 06:00:00-04:00,15.51,662.09,593.44,0.0033197139938714315,0.03186248250127795,0.006976239253265511,-622.8000000000001,-554.1500000000001
2025-09-16 07:00:00-04:00,39.21,39.61,39.21,39.3,7462.0,39.448,38,2025-09-16 07:00:00-04:00,15.51,661.93,592.97,0.0002545176889794387,0.03192899354641673,0.016794858189569654,-622.63,-553.6700000000001
2025-09-16 08:00:00-04:00,39.3,39.7,38.28,38.88,88269.0,39.119,261,2025-09-16 08:00:00-04:00,15.68,661.4,592.82,-0.010687022900763177,0.03172090543500668,0.19689598121983204,-622.52,-553.94
2025-09-16 09:00:00-04:00,38.82,41.2,37.8,38.72,1896311.0,39.537,6480,2025-09-16 09:00:00-04:00,15.72,660.28,591.37,-0.004115226337448652,0.031871779466749656,3.493201210298869,-621.56,-552.65
2025-09-16 10:00:00-04:00,38.74,40.01,37.95,39.77,1083314.0,38.997,4722,2025-09-16 10:00:00-04:00,16.13,659.85,591.39,0.027117768595041447,0.031875814376788686,1.8154153804568274,-620.08,-551.62
2025-09-16 11:00:00-04:00,39.77,39.95,38.8,39.82,458127.0,39.508,2016,2025-09-16 11:00:00-04:00,16.2,659.67,590.73,0.0012572290671359898,0.03191771336841805,0.7405145650598103,-619.8499999999999,-550.91
2025-09-16 12:00:00-04:00,39.82,42.6,39.21,42.23,1155658.0,41.195,4033,2025-09-16 12:00:00-04:00,16.12,659.96,591.1,0.06052235057759914,0.03379692928199323,1.717718005168948,-617.73,-548.87
2025-09-16 13:00:00-04:00,42.22,42.75,40.27,41.55,915758.0,41.286,3355,2025-09-16 13:00:00-04:00,15.99,660.2,591.36,-0.01610229694529952,0.029979517594731834,1.4072645720339518,-618.6500000000001,-549.8100000000001
2025-09-16 14:00:00-04:00,41.55,42.23,40.9,41.08,585229.0,41.525,3036,2025-09-16 14:00:00-04:00,16.0,660.6,591.7,-0.011311672683513851,0.019463134422977812,1.120113705429861,-619.52,-550.62
2025-09-16 15:00:00-04:00,41.15,41.69,40.48,40.48,799679.0,40.985,4562,2025-09-16 15:00:00-04:00,16.38,659.95,591.17,-0.014605647517039966,0.018338157589831764,1.6517225603301466,-619.47,-550.6899999999999
2025-09-16 16:00:00-04:00,40.48,40.98,40.2,40.95,107828.0,40.481,67,2025-09-16 16:00:00-04:00,16.36,660.03,591.27,0.01161067193675902,0.017584667015328567,0.23388552931437384,-619.0799999999999,-550.3199999999999
2025-09-16 17:00:00-04:00,40.95,41.86,40.95,41.51,24127.0,41.534,59,2025-09-16 17:00:00-04:00,16.36,659.94,591.34,0.013675213675213627,0.01751373063215608,0.05491007272222028,-618.4300000000001,-549.83
2025-09-16 18:00:00-04:00,41.84,41.84,41.2,41.45,7586.0,41.678,35,2025-09-16 18:00:00-04:00,16.36,660.43,591.66,-0.0014454348349793866,0.017311772354582353,0.017884861664626547,-618.9799999999999,-550.2099999999999
2025-09-16 19:00:00-04:00,41.2,41.8,41.2,41.6,18933.0,41.598,58,2025-09-16 19:00:00-04:00,16.36,660.3,591.59,0.003618817852834688,0.016809893527464963,0.05167535496612771,-618.6999999999999,-549.99
2025-09-17 04:00:00-04:00,42.44,42.44,41.49,41.5,11580.0,41.781,48,2025-09-17 04:00:00-04:00,16.62,659.59,590.92,-0.0024038461538461453,0.016864697635386543,0.03212215962993497,-618.09,-549.42
2025-09-17 05:00:00-04:00,41.79,41.9,41.79,41.9,1723.0,41.88,10,2025-09-17 05:00:00-04:00,16.54,659.81,590.92,0.009638554216867545,0.016886786531242152,0.004779028855848347,-617.91,-549.02
2025-09-17 06:00:00-04:00,41.96,42.5,41.96,42.45,4993.0,42.282,24,2025-09-17 06:00:00-04:00,16.67,659.19,590.59,0.013126491646778149,0.016875378768844745,0.013858463536878071,-616.74,-548.14
2025-09-17 07:00:00-04:00,42.2,42.28,41.77,41.77,6918.0,42.08,28,2025-09-17 07:00:00-04:00,16.55,659.45,590.63,-0.016018845700824458,0.017524387076933413,0.019235415853953202,-617.6800000000001,-548.86
2025-09-17 08:00:00-04:00,42.28,42.44,41.0,41.8,83731.0,41.876,268,2025-09-17 08:00:00-04:00,16.39,659.87,591.15,0.0007182188173329163,0.01746706597587158,0.23057717544543507,-618.07,-549.35
2025-09-17 09:00:00-04:00,41.8,43.8,41.6,42.93,1483044.0,42.885,5438,2025-09-17 09:00:00-04:00,16.26,659.88,589.99,0.02703349282296652,0.018188257992369315,3.3923857039546195,-616.95,-547.0600000000001
2025-09-17 10:00:00-04:00,42.93,42.99,39.25,39.73,1378906.0,41.18,5608,2025-09-17 10:00:00-04:00,16.38,659.32,588.61,-0.07453994875378533,0.025411110988536694,2.725332576486465,-619.59,-548.88
2025-09-17 11:00:00-04:00,39.7,39.85,38.2,38.73,998775.0,38.822,3997,2025-09-17 11:00:00-04:00,16.47,659.26,588.39,-0.025169896803423075,0.026070754027879683,1.7978956641782375,-620.53,-549.66
2025-09-17 12:00:00-04:00,38.7,38.77,36.45,36.84,1070245.0,37.375,3922,2025-09-17 12:00:00-04:00,16.7,658.32,587.88,-0.048799380325329045,0.028170291237889906,1.7701022909721054,-621.48,-551.04
